transaction_id,user_id,amount,timestamp,hour,day_of_week,is_weekend,is_night,amount_rounded,is_large,is_structuring_amount,transactions_in_hour,recipient_age_days,is_new_recipient,is_international,is_fraud
TXN000033,user042,10603.3,2025-09-05T13:38:22.904482,13,4,0,0,0,0,0,2,69,0,0,0
TXN000034,user040,9387.59,2025-09-03T10:38:22.904482,10,2,0,0,0,0,0,2,161,0,0,0
TXN000035,user094,290000.0,2025-10-31T03:38:22.904482,3,4,0,1,1,1,0,3,5,1,0,1
TXN000036,user073,35442.97,2025-10-03T19:38:22.904482,19,4,0,0,0,0,0,2,123,0,1,0
TXN000037,user080,29985.27,2025-11-16T20:38:22.904482,20,6,1,0,0,0,0,1,182,0,0,0
TXN000038,user015,48504.44,2025-12-31T04:38:22.904482,4,2,0,1,0,0,1,4,9,1,1,1
TXN000039,user026,47605.23,2025-11-07T21:38:22.904482,21,4,0,0,0,0,1,0,48,0,0,0
TXN000040,user083,14011.47,2025-09-21T14:38:22.904482,14,6,1,0,0,0,0,2,125,0,0,0
TXN000041,user055,35406.2,2026-01-26T16:38:22.904482,16,0,0,0,0,0,0,1,104,0,0,0
TXN000042,user005,35323.55,2025-12-17T14:38:22.904482,14,2,0,0,0,0,0,2,306,0,0,0
TXN000043,user002,26970.92,2026-02-11T19:38:22.904482,19,2,0,0,0,0,0,2,93,0,0,0
TXN000044,user069,37329.11,2025-11-10T16:38:22.904482,16,0,0,0,0,0,0,2,280,0,0,0
TXN000045,user029,26244.13,2025-09-17T18:38:22.904482,18,2,0,0,0,0,0,0,54,0,0,0
TXN000046,user076,515737.2,2025-12-11T05:38:22.904482,5,3,0,1,0,1,0,6,23,1,1,1
TXN000047,user054,2248.04,2025-12-02T10:38:22.904482,10,1,0,0,0,0,0,0,61,0,0,0
TXN000048,user083,5051.03,2025-11-03T20:38:22.904482,20,0,0,0,0,0,0,2,348,0,0,0
TXN000049,user070,20188.63,2025-10-16T14:38:22.904482,14,3,0,0,0,0,0,0,248,0,0,0
TXN000050,user086,46955.86,2025-11-28T20:38:22.904482,20,4,0,0,0,0,1,2,240,0,0,0
TXN000051,user091,39894.9,2025-11-15T17:38:22.904482,17,5,1,0,0,0,0,1,298,0,0,0
TXN000052,user063,2026.35,2025-12-15T15:38:22.904482,15,0,0,0,0,0,0,1,99,0,0,0
TXN000053,user014,31587.77,2026-01-10T10:38:22.904482,10,5,1,0,0,0,0,2,248,0,0,0
TXN000054,user017,3937.24,2026-01-17T17:38:22.904482,17,5,1,0,0,0,0,2,309,0,0,0
TXN000055,user042,33886.1,2025-10-06T09:38:22.904482,9,0,0,0,0,0,0,0,254,0,0,0
TXN000056,user033,22658.91,2025-11-22T15:38:22.904482,15,5,1,0,0,0,0,2,272,0,0,0
TXN000057,user084,28460.91,2026-01-05T17:38:22.904482,17,0,0,0,0,0,0,2,170,0,0,0
TXN000058,user050,14273.97,2025-10-12T12:38:22.904482,12,6,1,0,0,0,0,2,191,0,0,0
TXN000059,user031,16258.51,2025-10-25T20:38:22.904482,20,5,1,0,0,0,0,2,67,0,0,0
TXN000060,user070,12019.31,2026-02-04T20:38:22.904482,20,2,0,0,0,0,0,1,77,0,0,0
TXN000061,user077,8768.15,2025-12-01T18:38:22.904482,18,0,0,0,0,0,0,1,165,0,0,0
TXN000062,user076,6514.38,2026-02-18T21:38:22.904482,21,2,0,0,0,0,0,1,161,0,0,0
TXN000063,user016,13660.2,2025-10-13T16:38:22.904482,16,0,0,0,0,0,0,0,325,0,0,0
TXN000064,user035,48261.73,2025-09-21T09:38:22.904482,9,6,1,0,0,0,1,2,358,0,0,0
TXN000065,user043,10698.08,2025-11-22T19:38:22.904482,19,5,1,0,0,0,0,2,155,0,1,0
TXN000066,user062,980000.0,2026-01-14T05:38:22.904482,5,2,0,1,1,1,0,4,4,1,0,1
TXN000067,user097,249240.72,2025-09-11T02:38:22.904482,2,3,0,1,0,1,0,7,13,1,0,1
TXN000068,user021,600361.78,2025-10-29T03:38:22.904482,3,2,0,1,0,1,0,4,2,1,0,1
TXN000069,user044,8120.41,2026-01-06T17:38:22.904482,17,1,0,0,0,0,0,0,332,0,0,0
TXN000070,user047,15563.94,2025-11-28T15:38:22.904482,15,4,0,0,0,0,0,0,297,0,0,0
TXN000071,user010,5292.77,2026-01-09T15:38:22.904482,15,4,0,0,0,0,0,1,323,0,0,0
TXN000072,user019,49867.03,2026-01-18T17:38:22.904482,17,6,1,0,0,0,1,2,309,0,0,0
TXN000073,user088,24664.14,2026-01-30T15:38:22.904482,15,4,0,0,0,0,0,1,136,0,0,0
TXN000074,user044,43063.26,2025-12-09T21:38:22.904482,21,1,0,0,0,0,0,0,146,0,1,0
TXN000075,user041,43665.12,2025-11-23T16:38:22.904482,16,6,1,0,0,0,0,1,339,0,0,0
TXN000076,user045,39619.58,2026-01-08T11:38:22.904482,11,3,0,0,0,0,0,0,332,0,0,0
TXN000077,user014,130000.0,2025-09-08T00:38:22.904482,0,0,0,1,1,0,0,8,15,1,0,1
TXN000078,user079,275291.46,2025-08-30T03:38:22.904482,3,5,1,1,0,1,0,3,13,1,0,1
TXN000079,user013,240000.0,2025-11-28T00:38:22.904482,0,4,0,1,1,1,0,5,27,1,1,1
TXN000080,user042,48074.29,2025-10-03T09:38:22.904482,9,4,0,0,0,0,1,1,299,0,0,0
TXN000081,user079,37418.84,2025-10-29T17:38:22.904482,17,2,0,0,0,0,0,0,45,0,0,0
TXN000082,user002,33081.37,2026-02-11T21:38:22.904482,21,2,0,0,0,0,0,1,308,0,0,0
TXN000083,user030,26285.39,2025-10-23T09:38:22.904482,9,3,0,0,0,0,0,0,354,0,1,0
TXN000084,user087,47021.14,2025-08-31T04:38:22.904482,4,6,1,1,0,0,1,4,19,1,0,1
TXN000085,user035,49896.79,2025-12-10T11:38:22.904482,11,2,0,0,0,0,1,1,286,0,0,0
TXN000086,user052,3661.35,2026-01-20T15:38:22.904482,15,1,0,0,0,0,0,1,78,0,0,0
TXN000087,user082,30430.6,2026-01-11T14:38:22.904482,14,6,1,0,0,0,0,0,225,0,0,0
TXN000088,user063,27700.0,2025-10-07T19:38:22.904482,19,1,0,0,0,0,0,0,258,0,0,0
TXN000089,user013,150000.0,2025-09-23T05:38:22.904482,5,1,0,1,1,0,0,5,5,1,1,1
TXN000090,user075,535134.07,2025-10-24T23:38:22.904482,23,4,0,1,0,1,0,6,22,1,0,1
TXN000091,user070,43204.21,2026-02-08T17:38:22.904482,17,6,1,0,0,0,0,0,215,0,0,0
TXN000092,user014,9045.76,2025-11-01T17:38:22.904482,17,5,1,0,0,0,0,2,207,0,0,0
TXN000093,user081,45870.93,2025-09-20T05:38:22.904482,5,5,1,1,0,0,1,9,6,1,1,1
TXN000094,user074,290000.0,2025-10-01T23:38:22.904482,23,2,0,1,1,1,0,7,24,1,0,1
TXN000095,user025,530000.0,2025-11-18T05:38:22.904482,5,1,0,1,1,1,0,10,24,1,1,1
TXN000096,user010,26450.02,2025-11-28T15:38:22.904482,15,4,0,0,0,0,0,2,170,0,1,0
TXN000097,user091,31970.71,2026-01-23T14:38:22.904482,14,4,0,0,0,0,0,1,318,0,0,0
TXN000098,user092,1696.61,2025-12-29T18:38:22.904482,18,0,0,0,0,0,0,0,73,0,0,0
TXN000099,user030,3669.65,2025-11-01T14:38:22.904482,14,5,1,0,0,0,0,1,35,0,0,0
TXN000100,user008,12472.01,2025-11-14T14:38:22.904482,14,4,0,0,0,0,0,0,355,0,0,0
TXN000101,user012,23457.8,2025-12-08T16:38:22.904482,16,0,0,0,0,0,0,0,31,0,0,0
TXN000102,user060,12585.94,2025-11-11T12:38:22.904482,12,1,0,0,0,0,0,2,259,0,0,0
TXN000103,user028,13047.55,2025-11-18T11:38:22.904482,11,1,0,0,0,0,0,2,66,0,0,0
TXN000104,user039,47364.91,2026-01-27T23:38:22.904482,23,1,0,1,0,0,1,6,28,1,1,1
TXN000105,user018,11947.03,2025-12-22T14:38:22.904482,14,0,0,0,0,0,0,2,328,0,0,0
TXN000106,user049,37931.28,2025-11-06T11:38:22.904482,11,3,0,0,0,0,0,2,306,0,0,0
TXN000107,user001,49713.66,2025-08-31T13:38:22.904482,13,6,1,0,0,0,1,0,105,0,0,0
TXN000108,user051,36797.54,2026-01-30T12:38:22.904482,12,4,0,0,0,0,0,1,131,0,0,0
TXN000109,user031,18988.9,2025-10-13T15:38:22.904482,15,0,0,0,0,0,0,0,363,0,0,0
TXN000110,user044,233861.42,2025-11-20T03:38:22.904482,3,3,0,1,0,1,0,4,15,1,1,1
TXN000111,user057,342137.25,2025-09-02T05:38:22.904482,5,1,0,1,0,1,0,5,19,1,0,1
TXN000112,user041,750000.0,2025-12-22T04:38:22.904482,4,0,0,1,1,1,0,10,29,1,1,1
TXN000113,user090,32425.17,2025-10-21T21:38:22.904482,21,1,0,0,0,0,0,1,225,0,0,0
TXN000114,user078,20357.35,2026-01-14T21:38:22.904482,21,2,0,0,0,0,0,1,336,0,0,0
TXN000115,user062,29029.98,2025-10-06T14:38:22.904482,14,0,0,0,0,0,0,0,169,0,1,0
TXN000116,user090,34051.67,2026-02-18T15:38:22.904482,15,2,0,0,0,0,0,2,249,0,0,0
TXN000117,user094,35759.43,2025-11-10T11:38:22.904482,11,0,0,0,0,0,0,2,115,0,0,0
TXN000118,user010,46431.29,2025-11-26T13:38:22.904482,13,2,0,0,0,0,1,1,49,0,1,0
TXN000119,user093,2832.65,2025-12-24T17:38:22.904482,17,2,0,0,0,0,0,0,146,0,0,0
TXN000120,user034,21227.51,2025-09-28T11:38:22.904482,11,6,1,0,0,0,0,1,339,0,1,0
TXN000121,user009,11957.91,2025-12-02T10:38:22.904482,10,1,0,0,0,0,0,1,113,0,0,0
TXN000122,user006,49531.84,2025-09-26T02:38:22.904482,2,4,0,1,0,0,1,8,10,1,0,1
TXN000123,user086,46905.9,2026-02-07T20:38:22.904482,20,5,1,0,0,0,1,2,288,0,1,0
TXN000124,user005,24899.62,2026-01-17T15:38:22.904482,15,5,1,0,0,0,0,1,358,0,0,0
TXN000125,user045,483602.29,2026-02-12T01:38:22.904482,1,3,0,1,0,1,0,4,19,1,0,1
TXN000126,user088,4651.09,2026-02-09T18:38:22.904482,18,0,0,0,0,0,0,2,220,0,0,0
TXN000127,user063,45708.66,2026-01-19T14:38:22.904482,14,0,0,0,0,0,1,0,160,0,0,0
TXN000128,user052,2727.61,2025-09-29T18:38:22.904482,18,0,0,0,0,0,0,1,188,0,0,0
TXN000129,user052,47425.2,2026-02-04T13:38:22.904482,13,2,0,0,0,0,1,0,298,0,0,0
TXN000130,user079,38882.84,2025-12-02T11:38:22.904482,11,1,0,0,0,0,0,2,200,0,0,0
TXN000131,user037,13249.4,2025-10-08T10:38:22.904482,10,2,0,0,0,0,0,0,119,0,0,0
TXN000132,user001,44657.1,2025-10-24T18:38:22.904482,18,4,0,0,0,0,0,0,277,0,0,0
TXN000133,user078,39934.14,2025-12-23T09:38:22.904482,9,1,0,0,0,0,0,0,251,0,1,0
TXN000134,user073,32283.42,2025-11-12T10:38:22.904482,10,2,0,0,0,0,0,2,277,0,0,0
TXN000135,user067,19559.67,2025-12-19T14:38:22.904482,14,4,0,0,0,0,0,2,251,0,0,0
TXN000136,user025,31778.94,2025-09-14T10:38:22.904482,10,6,1,0,0,0,0,0,340,0,0,0
TXN000137,user025,520000.0,2025-09-12T02:38:22.904482,2,4,0,1,1,1,0,6,12,1,1,1
TXN000138,user035,20416.3,2025-09-12T10:38:22.904482,10,4,0,0,0,0,0,1,60,0,1,0
TXN000139,user075,11978.72,2025-09-15T13:38:22.904482,13,0,0,0,0,0,0,0,42,0,1,0
TXN000140,user038,46328.45,2025-10-11T14:38:22.904482,14,5,1,0,0,0,1,1,52,0,0,0
TXN000141,user041,1108.01,2025-11-02T10:38:22.904482,10,6,1,0,0,0,0,0,293,0,0,0
TXN000142,user020,520000.0,2026-01-27T02:38:22.904482,2,1,0,1,1,1,0,10,15,1,1,1
TXN000143,user027,6657.19,2026-01-19T17:38:22.904482,17,0,0,0,0,0,0,0,361,0,0,0
TXN000144,user057,18109.85,2025-11-27T16:38:22.904482,16,3,0,0,0,0,0,1,69,0,0,0
TXN000145,user080,15552.18,2025-11-26T18:38:22.904482,18,2,0,0,0,0,0,0,184,0,0,0
TXN000146,user048,203223.2,2025-11-30T05:38:22.904482,5,6,1,1,0,1,0,5,20,1,0,1
TXN000147,user070,48450.28,2025-10-09T17:38:22.904482,17,3,0,0,0,0,1,1,344,0,0,0
TXN000148,user017,34535.31,2026-01-09T11:38:22.904482,11,4,0,0,0,0,0,2,121,0,0,0
TXN000149,user011,11998.83,2025-11-10T19:38:22.904482,19,0,0,0,0,0,0,0,265,0,0,0
TXN000150,user093,136653.57,2026-01-22T04:38:22.904482,4,3,0,1,0,0,0,3,14,1,0,1
TXN000151,user063,14068.15,2025-09-20T19:38:22.904482,19,5,1,0,0,0,0,0,104,0,0,0
TXN000152,user086,49893.98,2026-02-01T04:38:22.904482,4,6,1,1,0,0,1,3,24,1,1,1
TXN000153,user092,45126.63,2026-01-14T12:38:22.904482,12,2,0,0,0,0,1,0,76,0,0,0
TXN000154,user024,45183.69,2025-10-22T04:38:22.904482,4,2,0,1,0,0,1,5,7,1,0,1
TXN000155,user019,49325.1,2025-09-24T05:38:22.904482,5,2,0,1,0,0,1,8,0,1,0,1
TXN000156,user059,820000.0,2026-02-01T04:38:22.904482,4,6,1,1,1,1,0,7,2,1,1,1
TXN000157,user011,4819.15,2025-10-09T17:38:22.904482,17,3,0,0,0,0,0,1,184,0,0,0
TXN000158,user032,44199.09,2025-12-12T12:38:22.904482,12,4,0,0,0,0,0,1,125,0,0,0
TXN000159,user063,46451.27,2026-01-28T23:38:22.904482,23,2,0,1,0,0,1,5,22,1,0,1
TXN000160,user028,46747.37,2026-02-01T01:38:22.904482,1,6,1,1,0,0,1,7,9,1,0,1
TXN000161,user014,35196.54,2026-01-15T11:38:22.904482,11,3,0,0,0,0,0,2,91,0,1,0
TXN000162,user036,36369.51,2025-09-15T11:38:22.904482,11,0,0,0,0,0,0,0,61,0,0,0
TXN000163,user010,15303.95,2025-12-23T10:38:22.904482,10,1,0,0,0,0,0,1,78,0,0,0
TXN000164,user075,19650.7,2026-01-04T21:38:22.904482,21,6,1,0,0,0,0,0,123,0,0,0
TXN000165,user044,1699.58,2026-01-10T10:38:22.904482,10,5,1,0,0,0,0,2,157,0,0,0
TXN000166,user051,982.6,2025-09-06T09:38:22.904482,9,5,1,0,0,0,0,1,119,0,0,0
TXN000167,user069,789.63,2025-11-27T21:38:22.904482,21,3,0,0,0,0,0,1,354,0,0,0
TXN000168,user005,11672.19,2026-01-14T11:38:22.904482,11,2,0,0,0,0,0,2,168,0,1,0
TXN000169,user093,530000.0,2025-09-21T23:38:22.904482,23,6,1,1,1,1,0,10,4,1,1,1
TXN000170,user072,22415.35,2025-12-18T16:38:22.904482,16,3,0,0,0,0,0,0,137,0,0,0
TXN000171,user011,24957.08,2025-11-05T15:38:22.904482,15,2,0,0,0,0,0,1,196,0,0,0
TXN000172,user068,26761.02,2025-09-12T18:38:22.904482,18,4,0,0,0,0,0,1,33,0,0,0
TXN000173,user030,39966.71,2026-02-01T19:38:22.904482,19,6,1,0,0,0,0,2,219,0,0,0
TXN000174,user007,1157.01,2025-11-29T11:38:22.904482,11,5,1,0,0,0,0,2,92,0,0,0
TXN000175,user016,40036.69,2025-11-25T20:38:22.904482,20,1,0,0,0,0,0,1,363,0,0,0
TXN000176,user018,390000.0,2025-09-11T03:38:22.904482,3,3,0,1,1,1,0,8,5,1,1,1
TXN000177,user023,45778.79,2025-09-07T14:38:22.904482,14,6,1,0,0,0,1,1,200,0,0,0
TXN000178,user076,31091.74,2025-09-24T12:38:22.904482,12,2,0,0,0,0,0,2,146,0,0,0
TXN000179,user073,27334.48,2025-09-05T20:38:22.904482,20,4,0,0,0,0,0,2,312,0,0,0
TXN000180,user007,6461.44,2025-10-16T13:38:22.904482,13,3,0,0,0,0,0,1,324,0,0,0
TXN000181,user004,10263.25,2025-09-30T12:38:22.904482,12,1,0,0,0,0,0,0,66,0,0,0
TXN000182,user057,43920.6,2026-01-20T18:38:22.904482,18,1,0,0,0,0,0,0,292,0,0,0
TXN000183,user038,46069.69,2025-09-21T03:38:22.904482,3,6,1,1,0,0,1,10,1,1,0,1
TXN000184,user015,48332.58,2026-02-01T02:38:22.904482,2,6,1,1,0,0,1,10,8,1,0,1
TXN000185,user010,37158.33,2025-11-12T20:38:22.904482,20,2,0,0,0,0,0,1,172,0,1,0
TXN000186,user096,29980.28,2025-10-03T15:38:22.904482,15,4,0,0,0,0,0,0,210,0,0,0
TXN000187,user066,11987.0,2025-11-15T20:38:22.904482,20,5,1,0,0,0,0,1,73,0,0,0
TXN000188,user057,15390.67,2025-08-25T21:38:22.904482,21,0,0,0,0,0,0,0,96,0,1,0
TXN000189,user053,12237.95,2025-11-21T16:38:22.904482,16,4,0,0,0,0,0,0,365,0,0,0
TXN000190,user060,35576.19,2026-01-04T09:38:22.904482,9,6,1,0,0,0,0,2,200,0,0,0
TXN000191,user017,48852.75,2025-09-21T03:38:22.904482,3,6,1,1,0,0,1,4,9,1,0,1
TXN000192,user039,31802.67,2025-11-27T16:38:22.904482,16,3,0,0,0,0,0,0,111,0,0,0
TXN000193,user095,7143.27,2025-12-23T12:38:22.904482,12,1,0,0,0,0,0,2,235,0,0,0
TXN000194,user001,28042.55,2026-01-29T11:38:22.904482,11,3,0,0,0,0,0,0,293,0,0,0
TXN000195,user088,390000.0,2026-02-15T03:38:22.904482,3,6,1,1,1,1,0,6,10,1,1,1
TXN000196,user055,44266.03,2025-09-11T18:38:22.904482,18,3,0,0,0,0,0,2,202,0,0,0
TXN000197,user022,17583.72,2025-09-15T10:38:22.904482,10,0,0,0,0,0,0,1,135,0,0,0
TXN000198,user004,18091.86,2025-11-12T12:38:22.904482,12,2,0,0,0,0,0,0,282,0,0,0
TXN000199,user035,1963.81,2026-01-13T17:38:22.904482,17,1,0,0,0,0,0,1,232,0,0,0
TXN000200,user059,42281.56,2025-10-01T09:38:22.904482,9,2,0,0,0,0,0,0,197,0,0,0
TXN000201,user010,37515.06,2026-02-18T21:38:22.904482,21,2,0,0,0,0,0,0,315,0,0,0
TXN000202,user050,30190.58,2026-01-11T19:38:22.904482,19,6,1,0,0,0,0,1,175,0,0,0
TXN000203,user079,938.93,2025-09-02T15:38:22.904482,15,1,0,0,0,0,0,0,193,0,0,0
TXN000204,user056,443496.45,2026-02-17T03:38:22.904482,3,1,0,1,0,1,0,10,20,1,0,1
TXN000205,user039,48077.08,2025-08-25T00:38:22.904482,0,0,0,1,0,0,1,8,9,1,1,1
TXN000206,user014,36115.39,2025-11-09T21:38:22.904482,21,6,1,0,0,0,0,0,149,0,0,0
TXN000207,user014,24992.94,2025-12-21T09:38:22.904482,9,6,1,0,0,0,0,0,104,0,0,0
TXN000208,user088,43014.47,2025-12-16T19:38:22.904482,19,1,0,0,0,0,0,2,109,0,0,0
TXN000209,user080,39484.05,2026-02-06T19:38:22.904482,19,4,0,0,0,0,0,2,268,0,0,0
TXN000210,user001,37007.05,2025-12-08T10:38:22.904482,10,0,0,0,0,0,0,2,327,0,0,0
TXN000211,user013,12117.17,2025-12-06T20:38:22.904482,20,5,1,0,0,0,0,0,59,0,0,0
TXN000212,user011,972753.16,2025-10-28T03:38:22.904482,3,1,0,1,0,1,0,4,5,1,0,1
TXN000213,user033,22862.52,2025-08-31T17:38:22.904482,17,6,1,0,0,0,0,2,63,0,0,0
TXN000214,user079,1804.62,2025-10-14T14:38:22.904482,14,1,0,0,0,0,0,2,274,0,1,0
TXN000215,user085,7711.54,2025-10-27T15:38:22.904482,15,0,0,0,0,0,0,2,271,0,1,0
TXN000216,user087,727186.8,2025-08-24T00:38:22.904482,0,6,1,1,0,1,0,8,24,1,1,1
TXN000217,user004,49322.64,2025-12-30T10:38:22.904482,10,1,0,0,0,0,1,1,47,0,0,0
TXN000218,user011,42851.17,2025-12-05T21:38:22.904482,21,4,0,0,0,0,0,1,194,0,0,0
TXN000219,user027,10524.03,2025-09-11T13:38:22.904482,13,3,0,0,0,0,0,2,309,0,0,0
TXN000220,user089,49841.13,2025-12-08T00:38:22.904482,0,0,0,1,0,0,1,5,19,1,1,1
TXN000221,user000,11234.4,2025-08-30T19:38:22.904482,19,5,1,0,0,0,0,1,61,0,0,0
TXN000222,user080,5960.91,2026-02-12T12:38:22.904482,12,3,0,0,0,0,0,1,286,0,0,0
TXN000223,user062,11799.92,2025-09-15T18:38:22.904482,18,0,0,0,0,0,0,1,274,0,0,0
TXN000224,user063,9955.86,2025-11-13T18:38:22.904482,18,3,0,0,0,0,0,0,41,0,0,0
TXN000225,user094,1633.88,2025-09-12T17:38:22.904482,17,4,0,0,0,0,0,0,192,0,0,0
TXN000226,user028,42142.87,2026-02-05T11:38:22.904482,11,3,0,0,0,0,0,1,68,0,0,0
TXN000227,user054,35253.57,2026-01-07T21:38:22.904482,21,2,0,0,0,0,0,0,225,0,0,0
TXN000228,user078,19561.52,2025-09-24T13:38:22.904482,13,2,0,0,0,0,0,0,59,0,0,0
TXN000229,user023,47426.45,2025-08-30T20:38:22.904482,20,5,1,0,0,0,1,1,122,0,0,0
TXN000230,user084,43385.34,2025-09-29T21:38:22.904482,21,0,0,0,0,0,0,2,68,0,0,0
TXN000231,user068,33548.72,2025-08-26T11:38:22.904482,11,1,0,0,0,0,0,0,49,0,1,0
TXN000232,user092,550.23,2025-11-07T18:38:22.904482,18,4,0,0,0,0,0,1,90,0,0,0
TXN000233,user033,110000.0,2025-09-04T03:38:22.904482,3,3,0,1,1,0,0,7,16,1,1,1
TXN000234,user051,711578.58,2025-10-05T00:38:22.904482,0,6,1,1,0,1,0,10,20,1,0,1
TXN000235,user063,19508.47,2025-09-24T21:38:22.904482,21,2,0,0,0,0,0,1,298,0,0,0
TXN000236,user043,36509.54,2026-02-14T11:38:22.904482,11,5,1,0,0,0,0,0,264,0,0,0
TXN000237,user060,34715.82,2025-12-24T09:38:22.904482,9,2,0,0,0,0,0,2,333,0,1,0
TXN000238,user070,33437.91,2025-10-25T18:38:22.904482,18,5,1,0,0,0,0,1,137,0,0,0
TXN000239,user020,36651.47,2026-02-01T20:38:22.904482,20,6,1,0,0,0,0,1,88,0,1,0
TXN000240,user001,15874.97,2025-10-23T21:38:22.904482,21,3,0,0,0,0,0,1,364,0,0,0
TXN000241,user056,18353.48,2026-01-31T10:38:22.904482,10,5,1,0,0,0,0,0,103,0,0,0
TXN000242,user006,13512.96,2026-01-11T11:38:22.904482,11,6,1,0,0,0,0,0,332,0,0,0
TXN000243,user037,41156.07,2025-09-05T16:38:22.904482,16,4,0,0,0,0,0,1,355,0,0,0
TXN000244,user046,42815.01,2025-12-16T09:38:22.904482,9,1,0,0,0,0,0,0,340,0,0,0
TXN000245,user040,185566.57,2025-11-05T02:38:22.904482,2,2,0,1,0,0,0,8,4,1,0,1
TXN000246,user063,10885.44,2025-10-10T16:38:22.904482,16,4,0,0,0,0,0,2,324,0,0,0
TXN000247,user060,19107.31,2025-12-24T11:38:22.904482,11,2,0,0,0,0,0,0,148,0,0,0
TXN000248,user010,40643.33,2025-08-29T17:38:22.904482,17,4,0,0,0,0,0,1,273,0,0,0
TXN000249,user068,19132.29,2025-08-29T11:38:22.904482,11,4,0,0,0,0,0,2,195,0,0,0
TXN000250,user015,16184.9,2025-12-25T14:38:22.904482,14,3,0,0,0,0,0,1,172,0,0,0
TXN000251,user018,36237.86,2026-01-14T19:38:22.904482,19,2,0,0,0,0,0,0,356,0,0,0
TXN000252,user078,34690.28,2025-09-01T16:38:22.904482,16,0,0,0,0,0,0,1,323,0,0,0
TXN000253,user067,13744.47,2025-12-11T12:38:22.904482,12,3,0,0,0,0,0,2,72,0,0,0
TXN000254,user011,773.58,2025-10-14T10:38:22.904482,10,1,0,0,0,0,0,0,314,0,0,0
